src_ip,src_port,dest_ip,dest_port,proto,start_time,timestamp_start,timestamp_end
172.16.255.1,10619,204.9.163.158,80,tcp,2011-01-25 19:53:56.659978,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56233,65.54.95.68,80,tcp,2011-01-25 19:53:56.734837,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
204.9.163.158,80,172.16.255.1,10619,tcp,2011-01-25 19:53:56.734996,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
204.9.163.158,80,172.16.255.1,10619,tcp,2011-01-25 19:53:56.735000,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56234,65.54.95.75,80,tcp,2011-01-25 19:53:56.735221,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56235,65.54.95.68,80,tcp,2011-01-25 19:53:56.735535,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56236,65.54.95.68,80,tcp,2011-01-25 19:53:56.735882,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
204.9.163.158,80,172.16.255.1,10619,tcp,2011-01-25 19:53:56.735986,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,10619,204.9.163.158,80,tcp,2011-01-25 19:53:56.736049,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,10619,204.9.163.158,80,tcp,2011-01-25 19:53:56.736161,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.747224,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56233,65.54.95.68,80,tcp,2011-01-25 19:53:56.747276,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56233,65.54.95.68,80,tcp,2011-01-25 19:53:56.747631,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.75,80,192.168.3.131,56234,tcp,2011-01-25 19:53:56.748048,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56234,65.54.95.75,80,tcp,2011-01-25 19:53:56.748085,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56234,65.54.95.75,80,tcp,2011-01-25 19:53:56.748322,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56235,tcp,2011-01-25 19:53:56.749677,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56236,tcp,2011-01-25 19:53:56.749679,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56235,65.54.95.68,80,tcp,2011-01-25 19:53:56.749735,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56236,65.54.95.68,80,tcp,2011-01-25 19:53:56.749750,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56235,65.54.95.68,80,tcp,2011-01-25 19:53:56.750265,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56236,65.54.95.68,80,tcp,2011-01-25 19:53:56.750485,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.760471,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.75,80,192.168.3.131,56234,tcp,2011-01-25 19:53:56.761267,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56235,tcp,2011-01-25 19:53:56.762075,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56236,tcp,2011-01-25 19:53:56.762883,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56236,tcp,2011-01-25 19:53:56.765721,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56236,tcp,2011-01-25 19:53:56.766509,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56236,65.54.95.68,80,tcp,2011-01-25 19:53:56.766541,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.75,80,192.168.3.131,56234,tcp,2011-01-25 19:53:56.769928,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.75,80,192.168.3.131,56234,tcp,2011-01-25 19:53:56.770707,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56234,65.54.95.75,80,tcp,2011-01-25 19:53:56.770739,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.772715,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.772718,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56233,65.54.95.68,80,tcp,2011-01-25 19:53:56.772781,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.774264,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.774266,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56233,65.54.95.68,80,tcp,2011-01-25 19:53:56.774305,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.775110,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.775112,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56233,65.54.95.68,80,tcp,2011-01-25 19:53:56.775159,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.775969,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.775971,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56233,65.54.95.68,80,tcp,2011-01-25 19:53:56.776016,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.776824,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.777691,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.777693,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56235,tcp,2011-01-25 19:53:56.777695,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56233,65.54.95.68,80,tcp,2011-01-25 19:53:56.777769,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56235,tcp,2011-01-25 19:53:56.778517,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56235,65.54.95.68,80,tcp,2011-01-25 19:53:56.778545,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56236,tcp,2011-01-25 19:53:56.780068,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56236,tcp,2011-01-25 19:53:56.780070,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56236,65.54.95.68,80,tcp,2011-01-25 19:53:56.780117,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.75,80,192.168.3.131,56234,tcp,2011-01-25 19:53:56.787198,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.75,80,192.168.3.131,56234,tcp,2011-01-25 19:53:56.788019,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56234,65.54.95.75,80,tcp,2011-01-25 19:53:56.788055,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.788855,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.788857,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56233,65.54.95.68,80,tcp,2011-01-25 19:53:56.788895,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.789689,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.789691,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56233,65.54.95.68,80,tcp,2011-01-25 19:53:56.789720,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.790514,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.791321,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.791323,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56233,65.54.95.68,80,tcp,2011-01-25 19:53:56.791350,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.792141,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.792143,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56233,65.54.95.68,80,tcp,2011-01-25 19:53:56.792171,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.792967,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.792969,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56233,65.54.95.68,80,tcp,2011-01-25 19:53:56.792994,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.793784,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:53:56.793786,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56233,65.54.95.68,80,tcp,2011-01-25 19:53:56.793818,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56235,tcp,2011-01-25 19:53:56.794611,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
204.9.163.158,80,172.16.255.1,10619,tcp,2011-01-25 19:53:56.811230,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56235,65.54.95.68,80,tcp,2011-01-25 19:53:56.997745,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
206.108.207.155,80,192.168.3.131,56169,tcp,2011-01-25 19:53:58.212206,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
206.108.207.155,80,192.168.3.131,56169,tcp,2011-01-25 19:53:58.213067,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56169,206.108.207.155,80,tcp,2011-01-25 19:53:58.213105,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.55.25.60,443,10.0.2.15,2498,tcp,2011-01-25 19:53:58.602610,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
10.0.2.15,2498,65.55.25.60,443,tcp,2011-01-25 19:53:58.602769,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
72.14.213.18,443,192.168.3.131,49673,tcp,2011-01-25 19:53:59.972132,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,49673,72.14.213.18,443,tcp,2011-01-25 19:54:00.167409,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,,71.224.25.112,,udp,2011-01-25 19:54:00.227773,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,,255.255.255.255,,udp,2011-01-25 19:54:00.291009,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.0.1,,172.16.255.1,,udp,2011-01-25 19:54:00.291600,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,,224.0.0.252,,udp,2011-01-25 19:54:00.336851,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
71.224.25.112,,172.16.255.1,,udp,2011-01-25 19:54:00.349488,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,,71.224.25.112,,udp,2011-01-25 19:54:00.349623,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.75,80,192.168.3.131,56234,tcp,2011-01-25 19:54:00.395270,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56234,65.54.95.75,80,tcp,2011-01-25 19:54:00.395328,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56233,tcp,2011-01-25 19:54:00.398439,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56233,65.54.95.68,80,tcp,2011-01-25 19:54:00.398478,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56235,tcp,2011-01-25 19:54:00.399303,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
65.54.95.68,80,192.168.3.131,56236,tcp,2011-01-25 19:54:00.399304,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56235,65.54.95.68,80,tcp,2011-01-25 19:54:00.399350,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,56236,65.54.95.68,80,tcp,2011-01-25 19:54:00.399364,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,,224.0.0.252,,udp,2011-01-25 19:54:00.437253,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
71.224.25.112,,172.16.255.1,,udp,2011-01-25 19:54:00.479887,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,,156.26.54.15,,udp,2011-01-25 19:54:00.481058,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,10620,204.9.163.158,80,tcp,2011-01-25 19:54:00.525502,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
156.26.54.15,,172.16.255.1,,udp,2011-01-25 19:54:00.554903,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,,178.144.253.171,,udp,2011-01-25 19:54:00.556070,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
204.9.163.158,80,172.16.255.1,10620,tcp,2011-01-25 19:54:00.602342,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,10620,204.9.163.158,80,tcp,2011-01-25 19:54:00.602474,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,10620,204.9.163.158,80,tcp,2011-01-25 19:54:00.602897,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,,172.16.255.255,,udp,2011-01-25 19:54:00.639586,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
204.9.163.158,80,172.16.255.1,10620,tcp,2011-01-25 19:54:00.678747,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
204.9.163.158,80,172.16.255.1,10620,tcp,2011-01-25 19:54:00.681728,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
204.9.163.158,80,172.16.255.1,10620,tcp,2011-01-25 19:54:00.682397,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,10620,204.9.163.158,80,tcp,2011-01-25 19:54:00.682451,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,10620,204.9.163.158,80,tcp,2011-01-25 19:54:00.682563,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
204.9.163.158,80,172.16.255.1,10620,tcp,2011-01-25 19:54:00.758739,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
178.144.253.171,,172.16.255.1,,udp,2011-01-25 19:54:00.951552,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,,147.31.122.1,,udp,2011-01-25 19:54:00.952653,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
147.31.122.1,,172.16.255.1,,udp,2011-01-25 19:54:01.054899,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,10621,147.31.122.1,18165,tcp,2011-01-25 19:54:01.055902,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,,75.76.39.18,,udp,2011-01-25 19:54:01.056203,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
75.76.39.18,,172.16.255.1,,udp,2011-01-25 19:54:01.179385,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,,69.255.24.214,,udp,2011-01-25 19:54:01.180183,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
69.255.24.214,,172.16.255.1,,udp,2011-01-25 19:54:01.301577,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,,67.163.123.10,,udp,2011-01-25 19:54:01.308931,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,,172.16.255.255,,udp,2011-01-25 19:54:01.398420,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,55968,72.14.213.101,80,tcp,2011-01-25 19:54:01.406110,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
72.14.213.101,80,192.168.3.131,55968,tcp,2011-01-25 19:54:01.425633,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
67.163.123.10,,172.16.255.1,,udp,2011-01-25 19:54:01.442138,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,,74.75.251.207,,udp,2011-01-25 19:54:01.443111,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
74.75.251.207,,172.16.255.1,,udp,2011-01-25 19:54:01.569384,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,,128.173.201.171,,udp,2011-01-25 19:54:01.570365,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
128.173.201.171,,172.16.255.1,,udp,2011-01-25 19:54:01.665373,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,,172.16.255.255,,udp,2011-01-25 19:54:02.163131,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
72.14.213.18,443,192.168.3.131,49673,tcp,2011-01-25 19:54:02.400031,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,49673,72.14.213.18,443,tcp,2011-01-25 19:54:02.597666,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,10622,147.31.122.1,443,tcp,2011-01-25 19:54:02.678491,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
147.31.122.1,443,172.16.255.1,10622,tcp,2011-01-25 19:54:02.779643,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,10622,147.31.122.1,443,tcp,2011-01-25 19:54:02.779755,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,10622,147.31.122.1,443,tcp,2011-01-25 19:54:02.779980,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
147.31.122.1,443,172.16.255.1,10622,tcp,2011-01-25 19:54:02.881812,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,10622,147.31.122.1,443,tcp,2011-01-25 19:54:02.881910,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58485,208.82.236.129,80,tcp,2011-01-25 19:54:02.889920,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58486,208.82.236.130,80,tcp,2011-01-25 19:54:02.890348,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58487,208.82.236.129,80,tcp,2011-01-25 19:54:02.935653,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.129,80,192.168.3.131,58485,tcp,2011-01-25 19:54:02.939396,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58485,208.82.236.129,80,tcp,2011-01-25 19:54:02.939434,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58485,208.82.236.129,80,tcp,2011-01-25 19:54:02.939634,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.130,80,192.168.3.131,58486,tcp,2011-01-25 19:54:02.940246,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58486,208.82.236.130,80,tcp,2011-01-25 19:54:02.940285,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
147.31.122.1,443,172.16.255.1,10622,tcp,2011-01-25 19:54:02.984536,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.129,80,192.168.3.131,58487,tcp,2011-01-25 19:54:02.984916,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58487,208.82.236.129,80,tcp,2011-01-25 19:54:02.984965,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
172.16.255.1,10622,147.31.122.1,443,tcp,2011-01-25 19:54:02.996058,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.129,80,192.168.3.131,58485,tcp,2011-01-25 19:54:03.000420,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.129,80,192.168.3.131,58485,tcp,2011-01-25 19:54:03.001225,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.129,80,192.168.3.131,58485,tcp,2011-01-25 19:54:03.001227,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58485,208.82.236.129,80,tcp,2011-01-25 19:54:03.001288,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58485,208.82.236.129,80,tcp,2011-01-25 19:54:03.002513,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58486,208.82.236.130,80,tcp,2011-01-25 19:54:03.008223,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58490,208.82.236.130,80,tcp,2011-01-25 19:54:03.008659,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.129,80,192.168.3.131,58485,tcp,2011-01-25 19:54:03.052612,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.130,80,192.168.3.131,58490,tcp,2011-01-25 19:54:03.058100,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58490,208.82.236.130,80,tcp,2011-01-25 19:54:03.058153,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58490,208.82.236.130,80,tcp,2011-01-25 19:54:03.058447,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.130,80,192.168.3.131,58486,tcp,2011-01-25 19:54:03.072592,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.130,80,192.168.3.131,58486,tcp,2011-01-25 19:54:03.073395,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.130,80,192.168.3.131,58486,tcp,2011-01-25 19:54:03.073397,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58486,208.82.236.130,80,tcp,2011-01-25 19:54:03.073428,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.130,80,192.168.3.131,58490,tcp,2011-01-25 19:54:03.115812,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.130,80,192.168.3.131,58490,tcp,2011-01-25 19:54:03.116793,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58490,208.82.236.130,80,tcp,2011-01-25 19:54:03.116833,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.130,80,192.168.3.131,58490,tcp,2011-01-25 19:54:03.117632,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.130,80,192.168.3.131,58486,tcp,2011-01-25 19:54:03.124300,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.130,80,192.168.3.131,58486,tcp,2011-01-25 19:54:03.124301,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58486,208.82.236.130,80,tcp,2011-01-25 19:54:03.124333,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.130,80,192.168.3.131,58486,tcp,2011-01-25 19:54:03.125108,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.130,80,192.168.3.131,58486,tcp,2011-01-25 19:54:03.125111,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58486,208.82.236.130,80,tcp,2011-01-25 19:54:03.125153,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58486,208.82.236.130,80,tcp,2011-01-25 19:54:03.125662,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.130,80,192.168.3.131,58486,tcp,2011-01-25 19:54:03.125903,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58486,208.82.236.130,80,tcp,2011-01-25 19:54:03.125928,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.130,80,192.168.3.131,58490,tcp,2011-01-25 19:54:03.167836,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58490,208.82.236.130,80,tcp,2011-01-25 19:54:03.167939,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.130,80,192.168.3.131,58490,tcp,2011-01-25 19:54:03.168763,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.130,80,192.168.3.131,58490,tcp,2011-01-25 19:54:03.168765,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.130,80,192.168.3.131,58490,tcp,2011-01-25 19:54:03.168767,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.130,80,192.168.3.131,58490,tcp,2011-01-25 19:54:03.168768,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58490,208.82.236.130,80,tcp,2011-01-25 19:54:03.168831,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
192.168.3.131,58490,208.82.236.130,80,tcp,2011-01-25 19:54:03.169316,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.130,80,192.168.3.131,58486,tcp,2011-01-25 19:54:03.175001,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
208.82.236.130,80,192.168.3.131,58490,tcp,2011-01-25 19:54:03.218491,1970-01-01 00:00:00.009989,1970-01-01 00:00:36.276276
