,timestamp,src_ip,src_port,dest_ip,dest_port,proto,flow_alerted
4356,01/22-12:53:33.427868, 59.166.0.0,56645, 149.171.126.1,111, udp,True
4357,01/22-12:53:33.350348, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4358,01/22-12:53:33.465243, 175.45.176.3,60197, 149.171.126.19,110, tcp,True
4359,01/22-12:53:33.465243, 175.45.176.3,60197, 149.171.126.19,110, tcp,True
4360,01/22-12:53:33.444215, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4361,01/22-12:53:33.525738, 59.166.0.5,30866, 149.171.126.2,5190, tcp,True
4362,01/22-12:53:33.626185, 59.166.0.2,31643, 149.171.126.8,22, tcp,True
4363,01/22-12:53:33.505240, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4364,01/22-12:53:33.925402, 149.171.126.4,53, 59.166.0.3,43105, udp,True
4365,01/22-12:53:33.926995, 59.166.0.3,42729, 149.171.126.3,21, tcp,True
4366,01/22-12:53:33.772576, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4367,01/22-12:53:34.024328, 59.166.0.1,42976, 149.171.126.9,111, udp,True
4368,01/22-12:53:34.024339, 59.166.0.1,42976, 149.171.126.9,111, udp,True
4369,01/22-12:53:34.029323, 59.166.0.1,44443, 149.171.126.9,4252, udp,True
4370,01/22-12:53:34.029333, 59.166.0.1,44443, 149.171.126.9,4252, udp,True
4371,01/22-12:53:34.056321, 59.166.0.1,42976, 149.171.126.9,111, udp,True
4372,01/22-12:53:34.056328, 59.166.0.1,42976, 149.171.126.9,111, udp,True
4373,01/22-12:53:33.895826, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4374,01/22-12:53:34.125768, 59.166.0.1,44437, 149.171.126.2,5190, tcp,True
4375,01/22-12:53:34.015567, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4376,01/22-12:53:34.147191, 149.171.126.15,80, 175.45.176.0,62988, tcp,True
4377,01/22-12:53:34.147191, 149.171.126.15,80, 175.45.176.0,62988, tcp,True
4378,01/22-12:53:34.184790, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4379,01/22-12:53:34.241204, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4380,01/22-12:53:34.525301, 149.171.126.9,53, 59.166.0.1,34767, udp,True
4381,01/22-12:53:34.403622, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4382,01/22-12:53:34.625996, 59.166.0.2,17540, 149.171.126.0,5190, tcp,True
4383,01/22-12:53:34.825943, 59.166.0.7,65306, 149.171.126.3,5190, tcp,True
4384,01/22-12:53:34.524784, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4385,01/22-12:53:34.818509, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4386,01/22-12:53:35.025346, 149.171.126.4,53, 59.166.0.9,23676, udp,True
4387,01/22-12:53:35.125424, 149.171.126.9,53, 59.166.0.0,51703, udp,True
4388,01/22-12:53:34.907872, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4389,01/22-12:53:35.014383, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4390,01/22-12:53:35.198288, 149.171.126.10,80, 175.45.176.0,55399, tcp,True
4391,01/22-12:53:35.226084, 59.166.0.4,58315, 149.171.126.9,22, tcp,True
4392,01/22-12:53:35.326048, 59.166.0.7,30752, 149.171.126.7,5190, tcp,True
4393,01/22-12:53:35.177018, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4394,01/22-12:53:35.246047, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4395,01/22-12:53:35.525425, 149.171.126.0,53, 59.166.0.6,32875, udp,True
4396,01/22-12:53:35.389445, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4397,01/22-12:53:35.624361, 59.166.0.0,2373, 149.171.126.7,111, udp,True
4398,01/22-12:53:35.624371, 59.166.0.0,2373, 149.171.126.7,111, udp,True
4399,01/22-12:53:35.627550, 59.166.0.0,3899, 149.171.126.7,52785, udp,True
4400,01/22-12:53:35.627554, 59.166.0.0,3899, 149.171.126.7,52785, udp,True
4401,01/22-12:53:35.628158, 59.166.0.0,2373, 149.171.126.7,111, udp,True
4402,01/22-12:53:35.628162, 59.166.0.0,2373, 149.171.126.7,111, udp,True
4403,01/22-12:53:35.825437, 149.171.126.2,53, 59.166.0.3,6358, udp,True
4404,01/22-12:53:35.826604, 59.166.0.3,8042, 149.171.126.8,80, tcp,True
4405,01/22-12:53:35.835188, 59.166.0.3,44862, 149.171.126.1,6881, tcp,True
4406,01/22-12:53:35.835918, 59.166.0.3,9887, 149.171.126.1,6881, tcp,True
4407,01/22-12:53:35.836503, 59.166.0.3,38458, 149.171.126.1,6881, tcp,True
4408,01/22-12:53:35.513207, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4409,01/22-12:53:35.837175, 59.166.0.3,41449, 149.171.126.1,6881, tcp,True
4410,01/22-12:53:35.837863, 59.166.0.3,40389, 149.171.126.1,6881, tcp,True
4411,01/22-12:53:35.838588, 59.166.0.3,35233, 149.171.126.1,6881, tcp,True
4412,01/22-12:53:35.925446, 149.171.126.0,53, 59.166.0.1,45574, udp,True
4413,01/22-12:53:35.631464, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4414,01/22-12:53:36.025406, 149.171.126.2,53, 59.166.0.6,9544, udp,True
4415,01/22-12:53:35.860520, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4416,01/22-12:53:36.126330, 59.166.0.6,15733, 149.171.126.0,22, tcp,True
4417,01/22-12:53:35.984403, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4418,01/22-12:53:36.226066, 59.166.0.0,13714, 149.171.126.6,22, tcp,True
4419,01/22-12:53:36.325390, 149.171.126.7,53, 59.166.0.3,14272, udp,True
4420,01/22-12:53:36.089483, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4421,01/22-12:53:36.359197, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4422,01/22-12:53:36.431201, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4423,01/22-12:53:36.625993, 59.166.0.5,20540, 149.171.126.6,5190, tcp,True
4424,01/22-12:53:36.499330, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4425,01/22-12:53:36.578732, 175.45.176.0,27068, 149.171.126.13,25, tcp,True
4426,01/22-12:53:36.725400, 149.171.126.9,53, 59.166.0.1,58376, udp,True
4427,01/22-12:53:36.825876, 59.166.0.1,23812, 149.171.126.2,5190, tcp,True
4428,01/22-12:53:36.682718, 175.45.176.0,27068, 149.171.126.13,25, tcp,True
4429,01/22-12:53:36.682718, 175.45.176.0,27068, 149.171.126.13,25, tcp,True
4430,01/22-12:53:36.561794, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4431,01/22-12:53:36.813896, 175.45.176.0,27068, 149.171.126.13,25, tcp,True
4432,01/22-12:53:36.813896, 175.45.176.0,27068, 149.171.126.13,25, tcp,True
4433,01/22-12:53:36.926291, 59.166.0.2,26203, 149.171.126.6,22, tcp,True
4434,01/22-12:53:36.865965, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4435,01/22-12:53:36.889927, 175.45.176.0,27068, 149.171.126.13,25, tcp,True
4436,01/22-12:53:36.907002, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4437,01/22-12:53:36.978356, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4438,01/22-12:53:37.125450, 149.171.126.8,53, 59.166.0.3,47379, udp,True
4439,01/22-12:53:37.127034, 59.166.0.3,3891, 149.171.126.2,21, tcp,True
4440,01/22-12:53:37.225915, 59.166.0.1,50456, 149.171.126.6,5190, tcp,True
4441,01/22-12:53:37.041516, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4442,01/22-12:53:37.326174, 59.166.0.1,33090, 149.171.126.5,22, tcp,True
4443,01/22-12:53:37.234067, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4444,01/22-12:53:37.425471, 149.171.126.6,53, 59.166.0.7,2199, udp,True
4445,01/22-12:53:37.333749, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4446,01/22-12:53:37.538633, 149.171.126.16,80, 175.45.176.3,35948, tcp,True
4447,01/22-12:53:37.538633, 149.171.126.16,80, 175.45.176.3,35948, tcp,True
4448,01/22-12:53:37.620347, 149.171.126.3,53, 59.166.0.9,4448, udp,True
4449,01/22-12:53:37.661335, 59.166.0.9,43862, 149.171.126.8,21, tcp,True
4450,01/22-12:53:37.725957, 59.166.0.6,45138, 149.171.126.7,5190, tcp,True
4451,01/22-12:53:37.464750, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4452,01/22-12:53:37.825482, 149.171.126.6,53, 59.166.0.9,37946, udp,True
4453,01/22-12:53:37.552173, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4454,01/22-12:53:37.927785, 59.166.0.8,41454, 149.171.126.7,5190, tcp,True
4455,01/22-12:53:37.785432, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4456,01/22-12:53:38.025499, 149.171.126.6,53, 59.166.0.2,13826, udp,True
4457,01/22-12:53:37.958627, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4458,01/22-12:53:38.031103, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4459,01/22-12:53:38.225393, 149.171.126.9,53, 59.166.0.1,36531, udp,True
4460,01/22-12:53:38.258053, 175.45.176.2,16436, 149.171.126.12,119, tcp,True
4461,01/22-12:53:38.159897, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4462,01/22-12:53:38.238433, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4463,01/22-12:53:38.426023, 59.166.0.5,1101, 149.171.126.5,5190, tcp,True
4464,01/22-12:53:38.543337, 149.171.126.1,53, 59.166.0.0,63057, udp,True
4465,01/22-12:53:38.308940, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4466,01/22-12:53:38.618463, 59.166.0.0,20746, 149.171.126.7,21, tcp,True
4467,01/22-12:53:38.626100, 59.166.0.0,24332, 149.171.126.9,22, tcp,True
4468,01/22-12:53:38.472635, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4469,01/22-12:53:38.774641, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4470,01/22-12:53:38.926260, 59.166.0.2,29796, 149.171.126.0,22, tcp,True
4471,01/22-12:53:39.000501, 149.171.126.9,53, 59.166.0.3,54406, udp,True
4472,01/22-12:53:39.031347, 59.166.0.3,58098, 149.171.126.7,21, tcp,True
4473,01/22-12:53:38.851947, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4474,01/22-12:53:39.125598, 149.171.126.6,53, 59.166.0.6,53581, udp,True
4475,01/22-12:53:38.980894, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4476,01/22-12:53:39.224382, 59.166.0.6,45093, 149.171.126.5,111, udp,True
4477,01/22-12:53:39.224386, 59.166.0.6,45093, 149.171.126.5,111, udp,True
4478,01/22-12:53:39.227562, 59.166.0.6,9793, 149.171.126.5,32177, udp,True
4479,01/22-12:53:39.227565, 59.166.0.6,9793, 149.171.126.5,32177, udp,True
4480,01/22-12:53:39.228141, 59.166.0.6,45093, 149.171.126.5,111, udp,True
4481,01/22-12:53:39.228144, 59.166.0.6,45093, 149.171.126.5,111, udp,True
4482,01/22-12:53:39.088063, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4483,01/22-12:53:39.325508, 149.171.126.8,53, 59.166.0.6,48211, udp,True
4484,01/22-12:53:39.154716, 175.45.176.3,29408, 149.171.126.18,111, tcp,True
4485,01/22-12:53:39.212109, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4486,01/22-12:53:39.426224, 59.166.0.2,43902, 149.171.126.0,22, tcp,True
4487,01/22-12:53:39.353229, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4488,01/22-12:53:39.525534, 149.171.126.9,53, 59.166.0.2,42818, udp,True
4489,01/22-12:53:39.726035, 59.166.0.2,10622, 149.171.126.6,5190, tcp,True
4490,01/22-12:53:39.449665, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4491,01/22-12:53:39.825505, 149.171.126.2,53, 59.166.0.1,11590, udp,True
4492,01/22-12:53:39.576179, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4493,01/22-12:53:39.925981, 59.166.0.2,13647, 149.171.126.3,5190, tcp,True
4494,01/22-12:53:40.025499, 149.171.126.3,53, 59.166.0.0,37164, udp,True
4495,01/22-12:53:39.918574, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4496,01/22-12:53:40.129457, 149.171.126.0,53, 59.166.0.4,60185, udp,True
4497,01/22-12:53:40.144305, 175.45.176.0,34703, 149.171.126.19,5060, udp,True
4498,01/22-12:53:40.144317, 175.45.176.0,34703, 149.171.126.19,5060, udp,True
4499,01/22-12:53:40.048720, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4500,01/22-12:53:40.225476, 149.171.126.5,53, 59.166.0.3,63427, udp,True
4501,01/22-12:53:40.153472, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4502,01/22-12:53:40.363402, 59.166.0.4,61320, 149.171.126.0,21, tcp,True
4503,01/22-12:53:40.282382, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4504,01/22-12:53:40.426015, 59.166.0.0,61492, 149.171.126.1,5190, tcp,True
4505,01/22-12:53:40.525486, 149.171.126.8,53, 59.166.0.1,24861, udp,True
4506,01/22-12:53:40.405906, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4507,01/22-12:53:40.528681, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4508,01/22-12:53:40.726257, 59.166.0.5,29286, 149.171.126.3,22, tcp,True
4509,01/22-12:53:40.825465, 149.171.126.1,53, 59.166.0.4,31384, udp,True
4510,01/22-12:53:40.925323, 149.171.126.8,53, 59.166.0.7,31879, udp,True
4511,01/22-12:53:40.651200, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4512,01/22-12:53:40.885412, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4513,01/22-12:53:41.051057, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4514,01/22-12:53:41.225536, 149.171.126.2,53, 59.166.0.5,4813, udp,True
4515,01/22-12:53:41.325996, 59.166.0.2,42463, 149.171.126.0,5190, tcp,True
4516,01/22-12:53:41.425946, 59.166.0.5,8093, 149.171.126.2,5190, tcp,True
4517,01/22-12:53:41.119182, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4518,01/22-12:53:41.242870, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4519,01/22-12:53:41.525513, 149.171.126.2,53, 59.166.0.5,10540, udp,True
4520,01/22-12:53:41.453957, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4521,01/22-12:53:41.508822, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4522,01/22-12:53:41.626118, 59.166.0.6,41241, 149.171.126.0,5190, tcp,True
4523,01/22-12:53:41.557217, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4524,01/22-12:53:41.724455, 59.166.0.9,12657, 149.171.126.2,111, udp,True
4525,01/22-12:53:41.724466, 59.166.0.9,12657, 149.171.126.2,111, udp,True
4526,01/22-12:53:41.727547, 59.166.0.9,33863, 149.171.126.2,9237, udp,True
4527,01/22-12:53:41.727551, 59.166.0.9,33863, 149.171.126.2,9237, udp,True
4528,01/22-12:53:41.728147, 59.166.0.9,12657, 149.171.126.2,111, udp,True
4529,01/22-12:53:41.728150, 59.166.0.9,12657, 149.171.126.2,111, udp,True
4530,01/22-12:53:41.620304, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4531,01/22-12:53:41.825531, 149.171.126.2,53, 59.166.0.2,35598, udp,True
4532,01/22-12:53:41.745715, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4533,01/22-12:53:42.026245, 59.166.0.4,18048, 149.171.126.3,22, tcp,True
4534,01/22-12:53:41.870720, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4535,01/22-12:53:42.125560, 149.171.126.6,53, 59.166.0.8,25292, udp,True
4536,01/22-12:53:41.989447, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4537,01/22-12:53:42.226513, 149.171.126.8,53, 59.166.0.5,61681, udp,True
4538,01/22-12:53:42.228075, 59.166.0.5,55469, 149.171.126.5,21, tcp,True
4539,01/22-12:53:42.095455, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4540,01/22-12:53:42.172766, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4541,01/22-12:53:42.525582, 149.171.126.6,53, 59.166.0.9,57732, udp,True
4542,01/22-12:53:42.272619, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4543,01/22-12:53:42.378203, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4544,01/22-12:53:42.616734, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4545,01/22-12:53:42.926161, 59.166.0.5,2664, 149.171.126.4,5190, tcp,True
4546,01/22-12:53:42.733908, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4547,01/22-12:53:43.001923, 192.168.241.243,0, 192.168.241.243,0, icmp,True
4548,01/22-12:53:42.897899, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4549,01/22-12:53:43.125423, 149.171.126.4,53, 59.166.0.8,11426, udp,True
4550,01/22-12:53:43.126973, 59.166.0.8,35766, 149.171.126.9,21, tcp,True
4551,01/22-12:53:42.983962, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4552,01/22-12:53:43.226214, 59.166.0.2,8088, 149.171.126.4,5190, tcp,True
4553,01/22-12:53:43.234151, 175.45.176.2,59451, 149.171.126.16,34049, tcp,True
4554,01/22-12:53:43.234151, 175.45.176.2,59451, 149.171.126.16,34049, tcp,True
4555,01/22-12:53:43.121506, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4556,01/22-12:53:43.325613, 149.171.126.9,53, 59.166.0.3,9507, udp,True
4557,01/22-12:53:43.210495, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4558,01/22-12:53:43.425532, 149.171.126.3,53, 59.166.0.9,11761, udp,True
4559,01/22-12:53:43.283593, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4560,01/22-12:53:43.425727, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4561,01/22-12:53:43.614574, 149.171.126.9,53, 59.166.0.4,13269, udp,True
4562,01/22-12:53:43.626097, 59.166.0.9,35648, 149.171.126.1,5190, tcp,True
4563,01/22-12:53:43.725455, 149.171.126.3,53, 59.166.0.4,16733, udp,True
4564,01/22-12:53:43.542882, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4565,01/22-12:53:43.826100, 59.166.0.3,18498, 149.171.126.9,5190, tcp,True
4566,01/22-12:53:43.926303, 59.166.0.7,65373, 149.171.126.8,22, tcp,True
4567,01/22-12:53:43.658508, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4568,01/22-12:53:44.025569, 149.171.126.7,53, 59.166.0.6,64671, udp,True
4569,01/22-12:53:43.799693, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4570,01/22-12:53:44.126138, 59.166.0.0,23912, 149.171.126.7,5190, tcp,True
4571,01/22-12:53:44.225563, 149.171.126.8,53, 59.166.0.9,29638, udp,True
4572,01/22-12:53:44.027334, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4573,01/22-12:53:44.325583, 149.171.126.1,53, 59.166.0.2,56750, udp,True
4574,01/22-12:53:44.327135, 59.166.0.2,50293, 149.171.126.0,21, tcp,True
4575,01/22-12:53:44.190348, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4576,01/22-12:53:44.426353, 59.166.0.3,51448, 149.171.126.0,22, tcp,True
4577,01/22-12:53:44.423572, 175.45.176.3,43018, 149.171.126.12,21, tcp,True
4578,01/22-12:53:42.261741, 175.45.176.3,52754, 149.171.126.15,7080, tcp,True
4579,01/22-12:53:42.261741, 175.45.176.3,52754, 149.171.126.15,7080, tcp,True
4580,01/22-12:53:44.532576, 149.171.126.7,53, 59.166.0.2,51739, udp,True
4581,01/22-12:53:44.250261, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4582,01/22-12:53:44.624507, 59.166.0.8,52501, 149.171.126.3,111, udp,True
4583,01/22-12:53:44.624517, 59.166.0.8,52501, 149.171.126.3,111, udp,True
4584,01/22-12:53:44.627403, 59.166.0.8,1830, 149.171.126.3,48770, udp,True
4585,01/22-12:53:44.627407, 59.166.0.8,1830, 149.171.126.3,48770, udp,True
4586,01/22-12:53:44.627958, 59.166.0.8,52501, 149.171.126.3,111, udp,True
4587,01/22-12:53:44.627964, 59.166.0.8,52501, 149.171.126.3,111, udp,True
4588,01/22-12:53:44.578053, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4589,01/22-12:53:44.726168, 59.166.0.7,1277, 149.171.126.1,22, tcp,True
4590,01/22-12:53:44.613962, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4591,01/22-12:53:44.826027, 59.166.0.1,4508, 149.171.126.2,5190, tcp,True
4592,01/22-12:53:44.665095, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4593,01/22-12:53:44.789463, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4594,01/22-12:53:44.883233, 175.45.176.3,43018, 149.171.126.12,21, tcp,True
4595,01/22-12:53:44.883233, 175.45.176.3,43018, 149.171.126.12,21, tcp,True
4596,01/22-12:53:44.925582, 149.171.126.3,53, 59.166.0.6,43349, udp,True
4597,01/22-12:53:45.036503, 149.171.126.5,53, 59.166.0.2,7014, udp,True
4598,01/22-12:53:44.870192, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4599,01/22-12:53:45.125602, 149.171.126.7,53, 59.166.0.2,13329, udp,True
4600,01/22-12:53:44.959035, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4601,01/22-12:53:45.224508, 59.166.0.0,11226, 149.171.126.4,111, udp,True
4602,01/22-12:53:45.224519, 59.166.0.0,11226, 149.171.126.4,111, udp,True
4603,01/22-12:53:45.227618, 59.166.0.0,40352, 149.171.126.4,47066, udp,True
4604,01/22-12:53:45.227622, 59.166.0.0,40352, 149.171.126.4,47066, udp,True
4605,01/22-12:53:45.228214, 59.166.0.0,11226, 149.171.126.4,111, udp,True
4606,01/22-12:53:45.228217, 59.166.0.0,11226, 149.171.126.4,111, udp,True
4607,01/22-12:53:45.326232, 59.166.0.6,13215, 149.171.126.1,5190, tcp,True
4608,01/22-12:53:45.114351, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4609,01/22-12:53:45.527148, 59.166.0.4,16073, 149.171.126.5,22, tcp,True
4610,01/22-12:53:45.264386, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4611,01/22-12:53:45.351403, 175.45.176.2,58757, 149.171.126.16,111, tcp,True
4612,01/22-12:53:45.624515, 59.166.0.7,17853, 149.171.126.5,111, udp,True
4613,01/22-12:53:45.624525, 59.166.0.7,17853, 149.171.126.5,111, udp,True
4614,01/22-12:53:45.627655, 59.166.0.7,19327, 149.171.126.5,15889, udp,True
4615,01/22-12:53:45.627658, 59.166.0.7,19327, 149.171.126.5,15889, udp,True
4616,01/22-12:53:45.628235, 59.166.0.7,17853, 149.171.126.5,111, udp,True
4617,01/22-12:53:45.628239, 59.166.0.7,17853, 149.171.126.5,111, udp,True
4618,01/22-12:53:45.502643, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4619,01/22-12:53:45.739505, 59.166.0.9,19804, 149.171.126.7,111, udp,True
4620,01/22-12:53:45.739516, 59.166.0.9,19804, 149.171.126.7,111, udp,True
4621,01/22-12:53:45.611259, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4622,01/22-12:53:45.813529, 59.166.0.9,65356, 149.171.126.7,20159, udp,True
4623,01/22-12:53:45.813539, 59.166.0.9,65356, 149.171.126.7,20159, udp,True
4624,01/22-12:53:45.825522, 149.171.126.5,53, 59.166.0.4,64702, udp,True
4625,01/22-12:53:45.866470, 59.166.0.9,19804, 149.171.126.7,111, udp,True
4626,01/22-12:53:45.866474, 59.166.0.9,19804, 149.171.126.7,111, udp,True
4627,01/22-12:53:45.926231, 59.166.0.1,59149, 149.171.126.8,22, tcp,True
4628,01/22-12:53:45.735963, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4629,01/22-12:53:46.052662, 149.171.126.5,53, 59.166.0.8,24818, udp,True
4630,01/22-12:53:45.916660, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4631,01/22-12:53:46.125570, 149.171.126.8,53, 59.166.0.5,30882, udp,True
4632,01/22-12:53:46.000547, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4633,01/22-12:53:46.226153, 59.166.0.8,29327, 149.171.126.9,5190, tcp,True
4634,01/22-12:53:46.174901, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4635,01/22-12:53:46.325498, 149.171.126.1,53, 59.166.0.6,30235, udp,True
4636,01/22-12:53:46.325483, 149.171.126.15,80, 175.45.176.1,30323, tcp,True
4637,01/22-12:53:46.425607, 149.171.126.4,53, 59.166.0.9,53642, udp,True
4638,01/22-12:53:46.524523, 59.166.0.4,1678, 149.171.126.1,111, udp,True
4639,01/22-12:53:46.524534, 59.166.0.4,1678, 149.171.126.1,111, udp,True
4640,01/22-12:53:46.540557, 59.166.0.4,3001, 149.171.126.1,60034, udp,True
4641,01/22-12:53:46.540568, 59.166.0.4,3001, 149.171.126.1,60034, udp,True
4642,01/22-12:53:46.266072, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4643,01/22-12:53:46.568504, 59.166.0.4,1678, 149.171.126.1,111, udp,True
4644,01/22-12:53:46.568508, 59.166.0.4,1678, 149.171.126.1,111, udp,True
4645,01/22-12:53:46.532070, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4646,01/22-12:53:46.804501, 149.171.126.4,53, 59.166.0.9,47985, udp,True
4647,01/22-12:53:46.616553, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4648,01/22-12:53:46.826257, 59.166.0.9,7680, 149.171.126.5,22, tcp,True
4649,01/22-12:53:46.926172, 59.166.0.3,8365, 149.171.126.3,5190, tcp,True
4650,01/22-12:53:46.743753, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4651,01/22-12:53:47.025620, 149.171.126.9,53, 59.166.0.7,39216, udp,True
4652,01/22-12:53:47.126138, 59.166.0.7,15635, 149.171.126.1,5190, tcp,True
4653,01/22-12:53:46.882004, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4654,01/22-12:53:47.225589, 149.171.126.6,53, 59.166.0.4,34895, udp,True
4655,01/22-12:53:47.117770, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4656,01/22-12:53:47.326135, 59.166.0.0,15781, 149.171.126.3,5190, tcp,True
4657,01/22-12:53:47.218873, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4658,01/22-12:53:47.524537, 59.166.0.1,1061, 149.171.126.0,111, udp,True
4659,01/22-12:53:47.524545, 59.166.0.1,1061, 149.171.126.0,111, udp,True
4660,01/22-12:53:47.527754, 59.166.0.1,64910, 149.171.126.0,63223, udp,True
4661,01/22-12:53:47.527758, 59.166.0.1,64910, 149.171.126.0,63223, udp,True
4662,01/22-12:53:47.528342, 59.166.0.1,1061, 149.171.126.0,111, udp,True
4663,01/22-12:53:47.528346, 59.166.0.1,1061, 149.171.126.0,111, udp,True
4664,01/22-12:53:47.354707, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4665,01/22-12:53:47.411834, 149.171.126.19,110, 175.45.176.2,17498, tcp,True
4666,01/22-12:53:47.725621, 149.171.126.1,53, 59.166.0.0,60117, udp,True
